state,corp_type,emp_size,score,confidence,establishments,employees,avg_salary_thousands
New Mexico,sole-proprietor,20-49,40,medium,159,4630,35.22915766738661
New Mexico,sole-proprietor,5-9,34,medium,825,5326,28.279759669545626
New Mexico,sole-proprietor,50-99,41.1,low,63,4445,37.8681664791901
New Mexico,sole-proprietor,1-4,32,high,4044,6517,33.490716587386835
New Mexico,nonprofit,1000+,48,low,6,12056,80.7004810882548
New Mexico,nonprofit,10-19,33.8,medium,592,7962,39.408188897261994
New Mexico,nonprofit,100-249,35.3,low,64,8675,47.96899135446686
New Mexico,nonprofit,20-49,35.8,medium,427,12792,44.69965603502189
New Mexico,nonprofit,250-499,37.1,low,20,6538,51.412970327317225
New Mexico,nonprofit,5-9,34.4,medium,795,5238,37.73654066437572
New Mexico,nonprofit,50-99,35.4,medium,102,6795,44.72111846946284
New Mexico,nonprofit,500-999,25.7,low,5,2849,39.34819234819235
New Mexico,nonprofit,1-4,34.1,high,1916,3719,39.45361656359236
New Mexico,other,10-19,31.6,low,13,179,35.44692737430167
New Mexico,other,100-249,44.5,low,6,1052,57.77851711026616
New Mexico,other,20-49,31.4,low,8,254,34.74015748031496
New Mexico,other,250-499,32.1,low,3,912,40.42982456140351
New Mexico,other,5-9,44.9,low,14,98,70.39795918367346
New Mexico,other,50-99,34.1,low,5,348,31.18103448275862
New Mexico,other,1-4,33,low,23,37,44.432432432432435
New Mexico,partnership,1000+,48.3,low,3,14011,109.49496823924059
New Mexico,partnership,10-19,31.5,medium,916,12254,36.94001958544149
New Mexico,partnership,100-249,35.4,low,56,7967,55.701142211622944
New Mexico,partnership,20-49,32.4,medium,762,23161,36.634946677604596
New Mexico,partnership,250-499,42.4,low,14,4891,66.70905745246371
New Mexico,partnership,5-9,32.1,high,1178,7728,39.19836956521739
New Mexico,partnership,50-99,35,medium,185,12234,41.48242602582965
New Mexico,partnership,500-999,46.3,low,3,1923,88.20956838273531
New Mexico,partnership,1-4,26.8,high,3059,5098,52.822871714397806
New Mexico,s-corp,10-19,32.4,high,2417,32471,42.302054140617784
New Mexico,s-corp,100-249,42.5,medium,152,22445,52.20997995099131
New Mexico,s-corp,20-49,34.5,high,1514,44777,43.8554838421511
New Mexico,s-corp,250-499,35.1,low,26,8309,43.12937778312673
New Mexico,s-corp,5-9,34.9,high,3384,22547,44.056681598438814
New Mexico,s-corp,50-99,36,medium,418,28432,43.66238745075971
New Mexico,s-corp,500-999,27.6,low,6,3786,41.33491811938722
New Mexico,s-corp,1-4,29.6,high,10475,16793,54.31435717263145
New York,c-corp,1000+,83.4,medium,286,751396,177.7376975655979
New York,c-corp,10-19,57.2,high,17542,237883,63.9823736879054
New York,c-corp,100-249,75.9,high,3242,504483,100.74954160992542
New York,c-corp,20-49,60.9,high,12964,386397,73.63522491116649
New York,c-corp,250-499,75.9,high,1236,427939,102.04350620065009
New York,c-corp,5-9,53.5,high,27098,179107,58.387846371163604
New York,c-corp,50-99,66.6,high,4520,314273,87.89480801723343
New York,c-corp,500-999,81.5,medium,484,325232,133.824036380184
New York,c-corp,1-4,48.6,high,97456,162975,65.73313698420003
New York,government,1000+,62.2,low,28,60895,96.91444289350521
New York,government,10-19,46.9,low,6,74,50.108108108108105
New York,government,100-249,46.8,low,5,1013,69.57354392892398
New York,government,20-49,36.3,low,3,81,60.30864197530864
New York,government,250-499,56,low,6,2262,78.58267020335985
New York,government,5-9,44.7,low,10,71,43.25352112676056
New York,government,500-999,59.2,low,17,10770,68.28514391829155
New York,government,1-4,46.1,low,9,25,39.44
New York,sole-proprietor,1000+,39.9,low,14,33264,40.75877825877826
New York,sole-proprietor,10-19,61.8,high,2676,34965,45.93367653367653
New York,sole-proprietor,100-249,67,medium,239,34413,77.51896085781536
New York,sole-proprietor,20-49,61.1,high,1240,37020,52.73943814154511
New York,sole-proprietor,250-499,82.2,low,61,21398,122.30722497429666
New York,sole-proprietor,5-9,54,high,5793,37197,39.80646288679195
New York,sole-proprietor,50-99,64.1,medium,433,29775,62.12715365239295
New York,sole-proprietor,500-999,68.8,low,35,23255,83.92255428940013
New York,sole-proprietor,1-4,49.4,high,33528,51256,42.559973466520994
New York,nonprofit,1000+,67.2,medium,194,638099,81.29651198325024
New York,nonprofit,10-19,54.2,high,6781,92337,47.16531834475887
New York,nonprofit,100-249,54.1,high,1151,176195,55.636539061834895
New York,nonprofit,20-49,52.6,high,5114,156121,49.673727429365684
New York,nonprofit,250-499,56.9,medium,403,138328,60.38567029090278
New York,nonprofit,5-9,54.4,high,7838,52883,46.97570107596014
New York,nonprofit,50-99,55.4,high,1888,130925,54.124789001336644
New York,nonprofit,500-999,54.8,medium,200,139510,57.52493728048169
New York,nonprofit,1-4,51.8,high,16294,31538,54.22547403132729
New York,other,1000+,57.6,low,6,17194,89.42520646737233
New York,other,10-19,53.6,medium,621,8127,65.3702473237357
New York,other,100-249,61.9,low,27,4030,72.2908188585608
New York,other,20-49,50.4,medium,195,5619,58.12350952126713
New York,other,250-499,52.2,low,11,3927,64.40157881334352
New York,other,5-9,54.1,medium,861,6154,61.25658108547286
New York,other,50-99,70,low,56,3837,73.97028928850665
New York,other,500-999,50.7,low,3,2149,94.73894834806887
New York,other,1-4,40.7,high,2245,4115,47.59027946537059
New York,partnership,1000+,78.3,low,69,154726,134.65017514832672
New York,partnership,10-19,61.5,high,8465,114655,57.60697745410143
New York,partnership,100-249,71,high,1162,173159,111.31155758580265
New York,partnership,20-49,62.3,high,6764,203930,62.30627666356103
New York,partnership,250-499,82.9,medium,343,116313,135.79390953719704
New York,partnership,5-9,60.8,high,10847,72330,58.4309415180423
New York,partnership,50-99,73.8,high,2227,152078,81.88162653375241
New York,partnership,500-999,71.6,medium,113,75599,120.23674916334872
New York,partnership,1-4,49.4,high,33453,55221,72.88899150685428
New York,s-corp,1000+,54.7,low,85,188175,55.47478676763651
New York,s-corp,10-19,54.8,high,22131,297349,54.0333715600187
New York,s-corp,100-249,66.4,high,1487,220322,64.78494203937873
New York,s-corp,20-49,57,high,13361,397158,56.162534809823796
New York,s-corp,250-499,58.6,medium,356,123035,56.84985573210875
New York,s-corp,5-9,56.3,high,35638,235281,53.99574551281234
New York,s-corp,50-99,64.4,high,3381,228119,62.05608037910038
New York,s-corp,500-999,44.1,medium,166,116272,41.52152710884822
New York,s-corp,1-4,47.7,high,147403,227488,68.24171384864256
North Carolina,c-corp,1000+,58.9,medium,175,333934,94.19288242586859
North Carolina,c-corp,10-19,47.5,high,10268,141081,54.18932386359609
North Carolina,c-corp,100-249,48.8,high,2219,336246,62.48337824093075
North Carolina,c-corp,20-49,46.2,high,8738,264231,54.85001002910332
North Carolina,c-corp,250-499,54.6,medium,712,239056,71.91839987283315
North Carolina,c-corp,5-9,46.8,high,12741,85117,52.69818015202603
North Carolina,c-corp,50-99,44.9,high,3367,241911,55.26585397108854
North Carolina,c-corp,500-999,60.7,medium,258,178785,87.28442542718908
North Carolina,c-corp,1-4,45.9,high,23658,43510,74.78765800965296
North Carolina,government,1000+,50.1,low,18,48369,77.09859620831524
North Carolina,government,10-19,45.2,medium,108,1362,21.491189427312776
North Carolina,government,20-49,37.6,low,10,252,22.49206349206349
North Carolina,government,250-499,57,low,6,2163,83.15164123901988
North Carolina,government,5-9,50,medium,224,1509,34.20079522862823
North Carolina,government,500-999,54.4,low,10,8163,66.42998897464167
North Carolina,government,1-4,52.6,medium,106,291,46.07903780068729
North Carolina,sole-proprietor,10-19,46.8,high,1316,17197,33.08675931848578
North Carolina,sole-proprietor,100-249,44.6,medium,111,17383,49.171892078467465
North Carolina,sole-proprietor,20-49,50.9,medium,707,20550,38.84452554744526
North Carolina,sole-proprietor,250-499,53.9,low,34,12037,71.00589847968763
North Carolina,sole-proprietor,5-9,45.6,high,2978,19132,31.178235417102236
North Carolina,sole-proprietor,50-99,51.1,medium,256,17657,43.15030865945517
North Carolina,sole-proprietor,500-999,43.9,low,10,7308,62.89942528735632
North Carolina,sole-proprietor,1-4,42.8,high,16647,25261,36.443094097620836
North Carolina,nonprofit,1000+,51.9,low,41,140820,71.13907825592956
North Carolina,nonprofit,10-19,43.8,high,2577,34686,40.20036902496685
North Carolina,nonprofit,100-249,40.6,medium,365,55369,43.92947317090791
North Carolina,nonprofit,20-49,44.7,high,1906,57689,43.27100487094594
North Carolina,nonprofit,250-499,42.1,medium,112,39345,48.10740881941797
North Carolina,nonprofit,5-9,44.4,high,3886,25324,36.4223661348918
North Carolina,nonprofit,50-99,43.3,medium,672,46355,43.51021464782656
North Carolina,nonprofit,500-999,48.7,low,48,33082,58.065231848134935
North Carolina,nonprofit,1-4,43.5,high,10277,19932,37.29685932169376
North Carolina,other,1000+,42.5,low,3,12370,87.27364591754244
North Carolina,other,10-19,67.2,medium,178,2576,130.39169254658384
North Carolina,other,100-249,55.1,low,23,3870,60.875452196382426
North Carolina,other,20-49,64.1,medium,120,3854,122.82459782044629
North Carolina,other,250-499,59.1,low,6,2078,114.24687199230029
North Carolina,other,5-9,73.8,medium,201,1452,131.4882920110193
North Carolina,other,50-99,67.5,low,37,2404,74.34775374376039
North Carolina,other,500-999,29.1,low,4,2196,45.349271402550094
North Carolina,other,1-4,44.3,medium,224,527,126.23529411764706
North Carolina,partnership,1000+,42.9,low,16,34488,57.69009510554396
North Carolina,partnership,10-19,43.3,high,3950,53829,39.83551617158037
North Carolina,partnership,100-249,47.5,medium,418,62170,59.733633585330544
North Carolina,partnership,20-49,42.8,high,3552,107927,38.53223011850603
North Carolina,partnership,250-499,51.1,low,90,29980,73.69246164109406
North Carolina,partnership,5-9,43.4,high,4827,31788,42.688656096640244
North Carolina,partnership,50-99,49.2,high,1067,72258,48.29321320822608
North Carolina,partnership,500-999,45.6,low,26,16767,68.11635951571539
North Carolina,partnership,1-4,44,high,13766,22528,71.29030539772727
North Carolina,s-corp,1000+,46.5,low,10,22116,57.73512389220474
North Carolina,s-corp,10-19,42.8,high,14035,189570,44.15962968824181
North Carolina,s-corp,100-249,50.9,medium,873,127576,52.00544773311594
North Carolina,s-corp,20-49,41.8,high,9274,275725,42.74676942605857
North Carolina,s-corp,250-499,53.1,medium,155,53593,53.8546078778945
North Carolina,s-corp,5-9,45.2,high,20838,138436,45.552363547054235
North Carolina,s-corp,50-99,46.8,high,2471,167143,46.00154358842428
North Carolina,s-corp,500-999,53.2,low,49,33455,56.04773576445972
North Carolina,s-corp,1-4,38.6,high,73858,115836,53.32447598328672
North Dakota,c-corp,10-19,37.6,medium,978,13319,59.5702380058563
North Dakota,c-corp,100-249,45.3,medium,119,18617,72.43159477896546
North Dakota,c-corp,20-49,43.1,medium,624,18624,65.35336125429554
North Dakota,c-corp,250-499,48.7,low,71,24538,77.53781889314533
North Dakota,c-corp,5-9,37.1,high,1163,7773,60.16402933230413
North Dakota,c-corp,50-99,42.5,medium,231,15934,70.78323082716204
North Dakota,c-corp,500-999,41.2,low,12,8708,71.44993109784106
North Dakota,c-corp,1-4,34.4,high,1921,3722,77.91133799032778
North Dakota,government,250-499,45.9,low,5,1617,68.66728509585653
North Dakota,sole-proprietor,10-19,39.4,medium,147,1950,36.55384615384615
North Dakota,sole-proprietor,100-249,38.3,low,4,627,68.79425837320574
North Dakota,sole-proprietor,20-49,40.5,low,55,1560,42.31089743589744
North Dakota,sole-proprietor,5-9,31,medium,351,2278,28.03336259877085
North Dakota,sole-proprietor,50-99,36.8,low,11,788,38.47842639593909
North Dakota,sole-proprietor,1-4,29.9,high,2208,3075,34.25691056910569
North Dakota,nonprofit,1000+,45.3,low,6,12303,76.64252621311876
North Dakota,nonprofit,10-19,31.7,medium,431,5850,36.41948717948718
North Dakota,nonprofit,100-249,44,low,77,12233,55.42548843292733
North Dakota,nonprofit,20-49,33.6,medium,278,8385,41.53369111508646
North Dakota,nonprofit,250-499,36.1,low,21,7459,48.391205255396166
North Dakota,nonprofit,5-9,33.2,medium,501,3369,38.866132383496584
North Dakota,nonprofit,50-99,41.1,medium,126,9053,51.85849994476969
North Dakota,nonprofit,500-999,52.3,low,7,5158,84.8443195036836
North Dakota,nonprofit,1-4,28.4,high,1301,2330,36.40429184549356
North Dakota,other,10-19,45.2,medium,110,1549,59.666881859264045
North Dakota,other,20-49,45.5,low,59,1787,57.46894236149972
North Dakota,other,250-499,35.8,low,3,1064,65.39567669172932
North Dakota,other,5-9,48.7,medium,121,842,62.11401425178147
North Dakota,other,50-99,45.6,low,10,632,46.34493670886076
North Dakota,other,1-4,36.8,medium,156,381,63.354330708661415
North Dakota,partnership,10-19,32.3,medium,406,5655,43.03183023872679
North Dakota,partnership,100-249,47.3,low,36,5253,81.27032172092137
North Dakota,partnership,20-49,35.1,medium,290,8433,47.132692991817855
North Dakota,partnership,5-9,32.6,medium,489,3251,44.60350661334974
North Dakota,partnership,50-99,44.1,low,65,4403,56.00522371110606
North Dakota,partnership,1-4,34.7,high,1377,2178,79.48393021120293
North Dakota,s-corp,10-19,39.1,high,1563,21126,51.677979740603995
North Dakota,s-corp,100-249,47.5,low,93,13003,58.29370145351073
North Dakota,s-corp,20-49,39.1,high,1019,30293,51.36906215957482
North Dakota,s-corp,250-499,42.1,low,15,5067,53.537398855338466
North Dakota,s-corp,5-9,39.2,high,2149,14297,50.0805763446877
North Dakota,s-corp,50-99,46.5,medium,232,15509,56.0221806692888
North Dakota,s-corp,1-4,29.2,high,6246,10268,59.65348656018699
Ohio,c-corp,1000+,55.5,medium,181,397937,81.0929317957365
Ohio,c-corp,10-19,47.1,high,11463,156029,53.66470976549231
Ohio,c-corp,100-249,52,high,2548,390592,65.69447658938228
Ohio,c-corp,20-49,47.5,high,9482,285829,56.17560499459467
Ohio,c-corp,250-499,52.2,medium,850,288546,65.82118275768855
Ohio,c-corp,5-9,46.7,high,15034,99444,52.64984312779052
Ohio,c-corp,50-99,47.1,high,3683,255116,61.26810156948212
Ohio,c-corp,500-999,57.8,medium,291,198363,79.08126011403337
Ohio,c-corp,1-4,45.8,high,23937,46439,76.06341652490363
Ohio,government,1000+,51.6,low,8,27943,91.32548402104284
Ohio,government,100-249,59.8,low,6,1102,89.78947368421052
Ohio,government,250-499,55.2,low,8,2810,71.94733096085409
Ohio,government,500-999,55.6,low,3,2342,94.89666951323655
Ohio,sole-proprietor,1000+,40.3,low,7,8571,61.167075020417684
Ohio,sole-proprietor,10-19,46,high,2121,28198,31.824136463578977
Ohio,sole-proprietor,100-249,49.3,medium,168,24958,54.9891417581537
Ohio,sole-proprietor,20-49,47.6,high,1167,35591,32.17717962406226
Ohio,sole-proprietor,250-499,56.1,low,44,15174,76.09305390800053
Ohio,sole-proprietor,5-9,45,high,4428,28634,30.12862331494028
Ohio,sole-proprietor,50-99,47,medium,397,27154,34.86992708256611
Ohio,sole-proprietor,500-999,48.1,low,8,5054,69.71270280965572
Ohio,sole-proprietor,1-4,46.4,high,19684,30999,42.660118068324785
Ohio,nonprofit,1000+,48.3,low,82,238099,58.298963876370756
Ohio,nonprofit,10-19,46.4,high,3460,46784,41.746537277701776
Ohio,nonprofit,100-249,45.9,medium,565,82801,49.36989891426432
Ohio,nonprofit,20-49,49.5,high,2581,79071,46.05572207256769
Ohio,nonprofit,250-499,50.6,medium,149,52136,57.71064139941691
Ohio,nonprofit,5-9,46.9,high,5254,34950,35.94749642346209
Ohio,nonprofit,50-99,46.6,high,1017,69366,46.03122567251968
Ohio,nonprofit,500-999,50.7,low,77,56351,57.93529839754397
Ohio,nonprofit,1-4,45.1,high,11099,22634,37.37898736414244
Ohio,other,1000+,37.8,low,3,5678,73.60408594575554
Ohio,other,10-19,45.5,medium,118,1540,57.06558441558442
Ohio,other,100-249,60.7,low,9,1410,89.86382978723404
Ohio,other,20-49,45.1,low,64,1912,63.495815899581586
Ohio,other,250-499,44.3,low,7,2173,60.19880349746894
Ohio,other,5-9,50.5,medium,141,946,65.82663847780127
Ohio,other,50-99,56.2,low,22,1637,52.55100794135614
Ohio,other,1-4,38,medium,206,439,71.86560364464692
Ohio,partnership,1000+,44.5,low,22,43223,59.32040811604933
Ohio,partnership,10-19,43.4,high,5160,69432,37.519155432653534
Ohio,partnership,100-249,47.7,medium,620,93332,57.666630951870744
Ohio,partnership,20-49,42.8,high,4083,122788,38.25850245952373
Ohio,partnership,250-499,48.5,medium,149,48323,60.9995654243321
Ohio,partnership,5-9,44,high,6060,40355,41.12419774501301
Ohio,partnership,50-99,49.7,high,1325,89782,48.13129580539529
Ohio,partnership,500-999,49.5,low,39,25058,73.77951153324288
Ohio,partnership,1-4,39.9,high,14944,25603,61.584540874116314
Ohio,s-corp,1000+,51.2,low,24,107936,62.402747924696115
Ohio,s-corp,10-19,44.6,high,14381,194994,45.44959844918305
Ohio,s-corp,100-249,57.2,high,1340,198410,54.7059220805403
Ohio,s-corp,20-49,46.3,high,10068,301652,45.65161842122711
Ohio,s-corp,250-499,54.6,medium,226,76459,53.88039341346342
Ohio,s-corp,5-9,45.9,high,19228,127883,46.27760531110468
Ohio,s-corp,50-99,51.2,high,2986,205123,49.398755868430165
Ohio,s-corp,500-999,59.6,low,73,48184,62.1547609164868
Ohio,s-corp,1-4,38.1,high,53487,89381,56.13311553909668
Oklahoma,c-corp,1000+,46.9,low,33,74359,81.37184469936389
Oklahoma,c-corp,10-19,38.5,high,3845,52657,49.418937653113545
Oklahoma,c-corp,100-249,42.1,medium,676,102592,60.52787741734248
Oklahoma,c-corp,20-49,37.3,high,3045,89861,51.89960049409644
Oklahoma,c-corp,250-499,38.5,medium,212,70543,56.08793218320741
Oklahoma,c-corp,5-9,38.3,high,4979,33089,47.12986188763637
Oklahoma,c-corp,50-99,38.9,medium,962,65295,58.9742093575312
Oklahoma,c-corp,500-999,53.4,low,69,47532,81.61114617520828
Oklahoma,c-corp,1-4,36.7,high,8294,15963,67.67656455553467
Oklahoma,government,1000+,41.3,low,9,20759,70.72098848692133
Oklahoma,government,10-19,40.4,low,3,41,43.31707317073171
Oklahoma,government,100-249,46.3,low,35,5271,46.88787706317587
Oklahoma,government,20-49,48.4,low,19,686,46.62827988338192
Oklahoma,government,250-499,38.7,low,9,3283,47.31982942430704
Oklahoma,government,5-9,39.3,low,11,70,31.1
Oklahoma,government,50-99,45.5,low,27,1916,42.59342379958246
Oklahoma,government,500-999,51.8,low,10,7630,61.67339449541284
Oklahoma,government,1-4,43,low,14,42,38.142857142857146
Oklahoma,sole-proprietor,10-19,42.4,medium,629,8267,32.172614007499696
Oklahoma,sole-proprietor,100-249,42.1,low,40,5584,49.30300859598854
Oklahoma,sole-proprietor,20-49,43.6,medium,350,10572,35.48269012485812
Oklahoma,sole-proprietor,250-499,40.6,low,7,2534,62.137726913970006
Oklahoma,sole-proprietor,5-9,37.1,high,1420,9093,28.536456614978555
Oklahoma,sole-proprietor,50-99,41.1,medium,146,9447,31.559436858261883
Oklahoma,sole-proprietor,500-999,33.6,low,4,2479,52.39653085921743
Oklahoma,sole-proprietor,1-4,34.3,high,6252,10121,32.8013042189507
Oklahoma,nonprofit,1000+,45.7,low,13,27558,71.81689527541911
Oklahoma,nonprofit,10-19,37.5,medium,844,11324,41.93995054750972
Oklahoma,nonprofit,100-249,38.6,medium,150,22267,46.762743072708496
Oklahoma,nonprofit,20-49,35.1,medium,653,20038,38.07745283960475
Oklahoma,nonprofit,250-499,37.7,low,35,11534,47.6325645916421
Oklahoma,nonprofit,5-9,37.8,high,1565,10230,36.608993157380255
Oklahoma,nonprofit,50-99,36.2,medium,279,19056,39.884918136020154
Oklahoma,nonprofit,500-999,34.7,low,13,9319,46.996029616911684
Oklahoma,nonprofit,1-4,36.7,high,4156,8086,36.51929260450161
Oklahoma,other,10-19,38.9,low,45,616,45.03733766233766
Oklahoma,other,100-249,33.1,low,6,964,34.00103734439834
Oklahoma,other,20-49,39.2,low,24,748,48.089572192513366
Oklahoma,other,5-9,39.1,low,53,358,47.93016759776536
Oklahoma,other,1-4,34.7,low,88,193,59.37823834196891
Oklahoma,partnership,1000+,67.4,low,6,8051,127.45472612097876
Oklahoma,partnership,10-19,38.7,high,2101,29164,38.690817446166506
Oklahoma,partnership,100-249,42.2,medium,165,24472,56.99918273945734
Oklahoma,partnership,20-49,38.4,high,1669,50239,39.5824359561297
Oklahoma,partnership,250-499,48.9,low,38,13199,77.60315175392076
Oklahoma,partnership,5-9,38.6,high,2515,16930,39.87968103957472
Oklahoma,partnership,50-99,41.8,medium,543,36003,46.39774463239174
Oklahoma,partnership,500-999,43.2,low,11,7021,62.71770403076485
Oklahoma,partnership,1-4,37.7,high,6692,11569,70.11841991529086
Oklahoma,s-corp,1000+,32,low,6,32832,45.938200536062375
Oklahoma,s-corp,10-19,36.1,high,4777,63998,42.53795431107222
Oklahoma,s-corp,100-249,41.3,medium,286,40523,47.92767070552526
Oklahoma,s-corp,20-49,37.4,high,3062,91932,42.188204324935825
Oklahoma,s-corp,250-499,49.1,low,46,15920,54.244346733668344
Oklahoma,s-corp,5-9,37.3,high,7343,48671,43.22438413018019
Oklahoma,s-corp,50-99,38.4,medium,745,50502,43.53481050255436
Oklahoma,s-corp,500-999,32.8,low,16,10438,40.13604138723893
Oklahoma,s-corp,1-4,32.5,high,26696,42411,50.366178585744265
Oregon,c-corp,1000+,64.6,low,36,91833,123.95484194135005
Oregon,c-corp,10-19,43.9,high,4101,56727,59.1388580393816
Oregon,c-corp,100-249,49.6,medium,834,127698,69.39418001848111
Oregon,c-corp,20-49,45.1,high,3333,101461,62.3080296862834
Oregon,c-corp,250-499,48.1,medium,257,84756,70.37375525036576
Oregon,c-corp,5-9,45.6,high,4925,33076,63.422269923811825
Oregon,c-corp,50-99,46.4,high,1159,80144,68.34660111798762
Oregon,c-corp,500-999,55.7,low,72,50782,93.22116104131385
Oregon,c-corp,1-4,41.8,high,9528,17272,75.04527559055119
Oregon,government,1000+,52.3,low,4,14948,96.15119079475515
Oregon,government,100-249,50.1,low,8,1358,69.40058910162003
Oregon,government,250-499,36.7,low,5,1630,54.458282208588955
Oregon,government,500-999,32.7,low,4,2992,48.85762032085562
Oregon,sole-proprietor,10-19,48.4,medium,856,11218,36.18149402745588
Oregon,sole-proprietor,100-249,46.9,low,27,4142,62.29188797682279
Oregon,sole-proprietor,20-49,48.6,medium,378,10751,40.058320156264536
Oregon,sole-proprietor,250-499,33.3,low,7,2697,45.21060437523174
Oregon,sole-proprietor,5-9,42.3,high,2027,13063,30.60636913419582
Oregon,sole-proprietor,50-99,49.9,low,74,4789,49.375861348924616
Oregon,sole-proprietor,1-4,37.8,high,10650,16956,32.98549186128804
Oregon,nonprofit,1000+,51.4,low,29,58082,74.31715505664405
Oregon,nonprofit,10-19,43.9,high,1389,18334,45.559016035780516
Oregon,nonprofit,100-249,47.8,medium,187,28676,56.768203375645136
Oregon,nonprofit,20-49,44.6,high,1082,32864,47.81417356377799
Oregon,nonprofit,250-499,57,low,53,17157,74.92434574809116
Oregon,nonprofit,5-9,42.7,high,2360,15665,40.023300351101184
Oregon,nonprofit,50-99,44.6,medium,359,24472,50.41855998692383
Oregon,nonprofit,500-999,49.5,low,28,20220,66.92428288822947
Oregon,nonprofit,1-4,40.7,high,4888,9416,42.59080288870008
Oregon,other,10-19,42.2,low,39,507,52.676528599605525
Oregon,other,100-249,46.9,low,10,1326,52.51357466063349
Oregon,other,20-49,39,low,42,1377,43.035584604212055
Oregon,other,5-9,41.8,low,54,362,53.59668508287293
Oregon,other,50-99,48.6,low,19,1316,45.233282674772035
Oregon,other,1-4,38.3,medium,106,213,63.72300469483568
Oregon,partnership,10-19,41.4,high,2142,29189,42.62345404090582
Oregon,partnership,100-249,47,medium,166,24691,67.32534121744766
Oregon,partnership,20-49,40.4,high,1621,48754,42.81135906797391
Oregon,partnership,250-499,42.7,low,37,12616,59.50642041851617
Oregon,partnership,5-9,39.5,high,2826,18621,40.32425755867032
Oregon,partnership,50-99,47.3,medium,431,28958,52.58204986532219
Oregon,partnership,500-999,43.3,low,22,14025,58.721497326203206
Oregon,partnership,1-4,32.3,high,8240,13883,54.866239285457034
Oregon,s-corp,1000+,51.8,low,5,7220,76.56994459833795
Oregon,s-corp,10-19,43.1,high,7386,99438,46.59843319455339
Oregon,s-corp,100-249,53.5,medium,353,51932,57.83813448355542
Oregon,s-corp,20-49,44.4,high,4228,124365,49.04771438909661
Oregon,s-corp,250-499,65.9,low,65,22792,73.43028255528256
Oregon,s-corp,5-9,42.8,high,10965,72793,45.84780129957551
Oregon,s-corp,50-99,55.6,medium,977,66536,57.832466634603826
Oregon,s-corp,500-999,62.8,low,16,9998,76.53260652130426
Oregon,s-corp,1-4,35.2,high,33978,55467,55.46899958533903
Pennsylvania,c-corp,1000+,59.1,medium,184,426127,89.99144621204476
Pennsylvania,c-corp,10-19,50.9,high,10913,148894,58.65197388746356
Pennsylvania,c-corp,100-249,52,high,2707,424186,64.37869472354109
Pennsylvania,c-corp,20-49,50.3,high,9744,293115,60.34670692390359
Pennsylvania,c-corp,250-499,54.9,medium,932,315725,71.43181882967772
Pennsylvania,c-corp,5-9,49.3,high,14769,97911,56.45840610350216
Pennsylvania,c-corp,50-99,50.7,high,3662,254948,68.05250482451324
Pennsylvania,c-corp,500-999,62,medium,320,217113,85.87727128269611
Pennsylvania,c-corp,1-4,47.7,high,27511,52246,76.65101634574896
Pennsylvania,government,1000+,59.8,low,7,18687,106.18440627173972
Pennsylvania,government,10-19,45,low,32,366,30.079234972677597
Pennsylvania,government,20-49,42.2,low,8,182,49.57142857142857
Pennsylvania,government,5-9,41,low,23,149,30.16778523489933
Pennsylvania,government,1-4,54.2,low,6,10,65.7
Pennsylvania,sole-proprietor,1000+,42.3,low,3,3982,79.9570567553993
Pennsylvania,sole-proprietor,10-19,48.6,high,2343,30688,32.92977711157456
Pennsylvania,sole-proprietor,100-249,52.1,medium,146,21512,61.14150241725549
Pennsylvania,sole-proprietor,20-49,49.4,high,1026,30472,35.554082436334994
Pennsylvania,sole-proprietor,250-499,60.8,low,31,10307,92.97962549723489
Pennsylvania,sole-proprietor,5-9,46.9,high,5414,34651,30.13543620674728
Pennsylvania,sole-proprietor,50-99,52.2,medium,362,25145,43.54921455557765
Pennsylvania,sole-proprietor,500-999,44.1,low,13,8238,58.11531925224569
Pennsylvania,sole-proprietor,1-4,44.6,high,27736,44020,35.89616083598364
Pennsylvania,nonprofit,1000+,55.4,medium,131,385627,67.84436515078042
Pennsylvania,nonprofit,10-19,48.4,high,4606,62939,43.22931727545719
Pennsylvania,nonprofit,100-249,51.8,medium,837,129635,54.51790025841787
Pennsylvania,nonprofit,20-49,50.3,high,3483,106549,46.93190926240509
Pennsylvania,nonprofit,250-499,51.7,medium,250,85592,54.95882792784372
Pennsylvania,nonprofit,5-9,49.8,high,7223,47966,37.5027936454989
Pennsylvania,nonprofit,50-99,50,high,1356,95012,48.67807224350609
Pennsylvania,nonprofit,500-999,52.8,medium,130,91562,56.69534304624189
Pennsylvania,nonprofit,1-4,47.7,high,14733,30583,40.0766765850309
Pennsylvania,other,10-19,44.6,medium,280,3423,45.946245983055796
Pennsylvania,other,100-249,56.4,low,19,2751,64.72664485641585
Pennsylvania,other,20-49,51.4,low,92,2589,69.95751255310931
Pennsylvania,other,250-499,51.4,low,9,3027,71.13974231912785
Pennsylvania,other,5-9,42.4,medium,281,1775,43.733521126760564
Pennsylvania,other,50-99,55.8,low,25,1680,55.789880952380955
Pennsylvania,other,500-999,68.1,low,4,2820,105.84822695035461
Pennsylvania,other,1-4,34.6,medium,181,367,69.7465940054496
Pennsylvania,partnership,1000+,53.3,low,21,36359,79.5441568800022
Pennsylvania,partnership,10-19,49.2,high,4862,65992,45.61504424778761
Pennsylvania,partnership,100-249,48.4,medium,647,95293,59.875121992171515
Pennsylvania,partnership,20-49,46.8,high,4140,126837,44.42605075805956
